image,label
197.tif,197.png
276.tif,276.png
1475.tif,1475.png
1087.tif,1087.png
537_0.tif,537_0.png
767_1.tif,767_1.png
1303_3.tif,1303_3.png
805_14.tif,805_14.png
101.tif,101.png
559.tif,559.png
525.tif,525.png
890.tif,890.png
853.tif,853.png
869.tif,869.png
787.tif,787.png
684.tif,684.png
989.tif,989.png
879.tif,879.png
883_3.tif,883_3.png
27.tif,27.png
452_12.tif,452_12.png
1239.tif,1239.png
738_2.tif,738_2.png
1163.tif,1163.png
839.tif,839.png
612.tif,612.png
496.tif,496.png
794.tif,794.png
691.tif,691.png
843_1.tif,843_1.png
385.tif,385.png
811.tif,811.png
18.tif,18.png
1014_3.tif,1014_3.png
817.tif,817.png
805_15.tif,805_15.png
437_1.tif,437_1.png
701.tif,701.png
882.tif,882.png
917.tif,917.png
585_13.tif,585_13.png
292.tif,292.png
122.tif,122.png
270.tif,270.png
1186.tif,1186.png
1121.tif,1121.png
1155.tif,1155.png
611.tif,611.png
1428.tif,1428.png
141.tif,141.png
384.tif,384.png
448.tif,448.png
1043_1.tif,1043_1.png
773.tif,773.png
402_8.tif,402_8.png
346.tif,346.png
417.tif,417.png
723.tif,723.png
22.tif,22.png
713.tif,713.png
374.tif,374.png
1460.tif,1460.png
1104.tif,1104.png
435.tif,435.png
1479.tif,1479.png
993.tif,993.png
720_0.tif,720_0.png
8.tif,8.png
312.tif,312.png
622.tif,622.png
431_9.tif,431_9.png
792.tif,792.png
719.tif,719.png
780.tif,780.png
370.tif,370.png
603_11.tif,603_11.png
279.tif,279.png
1201.tif,1201.png
175.tif,175.png
1464.tif,1464.png
788.tif,788.png
509.tif,509.png
459_0.tif,459_0.png
42.tif,42.png
609.tif,609.png
557.tif,557.png
1146.tif,1146.png
236.tif,236.png
764.tif,764.png
798.tif,798.png
944_10.tif,944_10.png
402_1.tif,402_1.png
1283.tif,1283.png
1070.tif,1070.png
439.tif,439.png
682.tif,682.png
221.tif,221.png
431_2.tif,431_2.png
195_13.tif,195_13.png
455.tif,455.png
130.tif,130.png
1219_0.tif,1219_0.png
1138.tif,1138.png
148_3.tif,148_3.png
785.tif,785.png
70.tif,70.png
647.tif,647.png
685.tif,685.png
337.tif,337.png
677.tif,677.png
902.tif,902.png
1187.tif,1187.png
935.tif,935.png
1442.tif,1442.png
744.tif,744.png
806.tif,806.png
1326.tif,1326.png
632.tif,632.png
322.tif,322.png
201.tif,201.png
185.tif,185.png
118.tif,118.png
204.tif,204.png
1073_2.tif,1073_2.png
546.tif,546.png
402_5.tif,402_5.png
982_6.tif,982_6.png
1349.tif,1349.png
1185.tif,1185.png
1286.tif,1286.png
699_2.tif,699_2.png
301.tif,301.png
923.tif,923.png
327_0.tif,327_0.png
402_2.tif,402_2.png
499.tif,499.png
1.tif,1.png
992.tif,992.png
760_0.tif,760_0.png
1029.tif,1029.png
255.tif,255.png
1251.tif,1251.png
745.tif,745.png
823.tif,823.png
1452.tif,1452.png
694_4.tif,694_4.png
944_13.tif,944_13.png
294.tif,294.png
1202.tif,1202.png
556.tif,556.png
648.tif,648.png
395_0.tif,395_0.png
510.tif,510.png
1322_0.tif,1322_0.png
452_9.tif,452_9.png
694_12.tif,694_12.png
758.tif,758.png
414_3.tif,414_3.png
10_3.tif,10_3.png
1345.tif,1345.png
1128.tif,1128.png
64_6.tif,64_6.png
1119.tif,1119.png
875.tif,875.png
1357_1.tif,1357_1.png
344.tif,344.png
1179.tif,1179.png
214.tif,214.png
1015.tif,1015.png
740_3.tif,740_3.png
1309.tif,1309.png
1150_7.tif,1150_7.png
1310.tif,1310.png
858.tif,858.png
10_15.tif,10_15.png
75.tif,75.png
230.tif,230.png
1359_2.tif,1359_2.png
116.tif,116.png
353.tif,353.png
1100.tif,1100.png
1487.tif,1487.png
700.tif,700.png
554.tif,554.png
1022.tif,1022.png
767_2.tif,767_2.png
751.tif,751.png
287.tif,287.png
932.tif,932.png
10_11.tif,10_11.png
1382.tif,1382.png
789_12.tif,789_12.png
763.tif,763.png
865.tif,865.png
1043_11.tif,1043_11.png
183.tif,183.png
283.tif,283.png
1253_14.tif,1253_14.png
1089_14.tif,1089_14.png
1390.tif,1390.png
1333.tif,1333.png
1089_10.tif,1089_10.png
308_2.tif,308_2.png
1079.tif,1079.png
1284.tif,1284.png
975_0.tif,975_0.png
452_1.tif,452_1.png
470.tif,470.png
625.tif,625.png
65_2.tif,65_2.png
368.tif,368.png
454.tif,454.png
704.tif,704.png
887.tif,887.png
620.tif,620.png
805_8.tif,805_8.png
658.tif,658.png
953.tif,953.png
690.tif,690.png
308_1.tif,308_1.png
772_0.tif,772_0.png
756_3.tif,756_3.png
692_2.tif,692_2.png
1277.tif,1277.png
64_7.tif,64_7.png
25.tif,25.png
674.tif,674.png
484.tif,484.png
1229.tif,1229.png
1150_14.tif,1150_14.png
1420_0.tif,1420_0.png
91.tif,91.png
836.tif,836.png
1150_13.tif,1150_13.png
694_1.tif,694_1.png
737.tif,737.png
487.tif,487.png
186.tif,186.png
605.tif,605.png
672.tif,672.png
818.tif,818.png
1255.tif,1255.png
1253_8.tif,1253_8.png
1033.tif,1033.png
1270.tif,1270.png
402_0.tif,402_0.png
295.tif,295.png
1054.tif,1054.png
444.tif,444.png
990.tif,990.png
189.tif,189.png
1406_2.tif,1406_2.png
414_2.tif,414_2.png
1384_2.tif,1384_2.png
58.tif,58.png
113_10.tif,113_10.png
801.tif,801.png
750.tif,750.png
1253_11.tif,1253_11.png
1500.tif,1500.png
452_3.tif,452_3.png
1142_1.tif,1142_1.png
164.tif,164.png
1053.tif,1053.png
1305.tif,1305.png
163.tif,163.png
1142_14.tif,1142_14.png
944_5.tif,944_5.png
92.tif,92.png
910.tif,910.png
1109.tif,1109.png
311.tif,311.png
1278.tif,1278.png
1311_1.tif,1311_1.png
1265.tif,1265.png
81_2.tif,81_2.png
159_2.tif,159_2.png
1211.tif,1211.png
833.tif,833.png
1443.tif,1443.png
1047.tif,1047.png
724.tif,724.png
159_0.tif,159_0.png
360.tif,360.png
1402.tif,1402.png
945.tif,945.png
461_0.tif,461_0.png
912.tif,912.png
64_10.tif,64_10.png
245.tif,245.png
878.tif,878.png
1441.tif,1441.png
202.tif,202.png
699_3.tif,699_3.png
452_5.tif,452_5.png
1227.tif,1227.png
1081.tif,1081.png
211.tif,211.png
44.tif,44.png
784.tif,784.png
402_12.tif,402_12.png
273_2.tif,273_2.png
975_1.tif,975_1.png
1253_1.tif,1253_1.png
327_1.tif,327_1.png
264.tif,264.png
506.tif,506.png
143.tif,143.png
1190.tif,1190.png
401.tif,401.png
982_13.tif,982_13.png
1150_6.tif,1150_6.png
1429.tif,1429.png
1409.tif,1409.png
56.tif,56.png
789_15.tif,789_15.png
64_13.tif,64_13.png
459_2.tif,459_2.png
1060_1.tif,1060_1.png
144.tif,144.png
1011.tif,1011.png
840.tif,840.png
585_1.tif,585_1.png
10_9.tif,10_9.png
1060_2.tif,1060_2.png
957.tif,957.png
247.tif,247.png
1253_15.tif,1253_15.png
387.tif,387.png
793.tif,793.png
1089_15.tif,1089_15.png
1043_9.tif,1043_9.png
9.tif,9.png
1282.tif,1282.png
210.tif,210.png
1323.tif,1323.png
1469.tif,1469.png
10_6.tif,10_6.png
538.tif,538.png
1182_1.tif,1182_1.png
1447.tif,1447.png
1337.tif,1337.png
821_1.tif,821_1.png
1459.tif,1459.png
416.tif,416.png
315.tif,315.png
617.tif,617.png
725.tif,725.png
613.tif,613.png
497.tif,497.png
248.tif,248.png
1396.tif,1396.png
1254.tif,1254.png
377_2.tif,377_2.png
434.tif,434.png
789_0.tif,789_0.png
240.tif,240.png
812.tif,812.png
702_0.tif,702_0.png
190.tif,190.png
1433.tif,1433.png
1358.tif,1358.png
810.tif,810.png
529.tif,529.png
93_6.tif,93_6.png
877.tif,877.png
1085.tif,1085.png
1118.tif,1118.png
944_11.tif,944_11.png
1038.tif,1038.png
694_15.tif,694_15.png
1274.tif,1274.png
167.tif,167.png
369.tif,369.png
113_1.tif,113_1.png
1455.tif,1455.png
1354.tif,1354.png
1007.tif,1007.png
1177.tif,1177.png
471.tif,471.png
1378.tif,1378.png
1154.tif,1154.png
254_1.tif,254_1.png
964.tif,964.png
47.tif,47.png
1142_6.tif,1142_6.png
113_9.tif,113_9.png
720_1.tif,720_1.png
1384_0.tif,1384_0.png
996.tif,996.png
730.tif,730.png
402_9.tif,402_9.png
1482.tif,1482.png
1280.tif,1280.png
212_3.tif,212_3.png
1182_3.tif,1182_3.png
2.tif,2.png
459_3.tif,459_3.png
152.tif,152.png
1417.tif,1417.png
1293.tif,1293.png
772_3.tif,772_3.png
1420_1.tif,1420_1.png
325.tif,325.png
314.tif,314.png
150.tif,150.png
113_8.tif,113_8.png
859.tif,859.png
1367_2.tif,1367_2.png
654.tif,654.png
62.tif,62.png
633.tif,633.png
821_0.tif,821_0.png
694_10.tif,694_10.png
393.tif,393.png
827.tif,827.png
117.tif,117.png
68_3.tif,68_3.png
954.tif,954.png
861_2.tif,861_2.png
585_7.tif,585_7.png
477.tif,477.png
1246.tif,1246.png
1445.tif,1445.png
772_2.tif,772_2.png
40.tif,40.png
1180.tif,1180.png
1112.tif,1112.png
290.tif,290.png
383.tif,383.png
1150_3.tif,1150_3.png
958.tif,958.png
174.tif,174.png
50.tif,50.png
1021.tif,1021.png
925.tif,925.png
415.tif,415.png
212_2.tif,212_2.png
955.tif,955.png
166.tif,166.png
831.tif,831.png
1001.tif,1001.png
450.tif,450.png
563.tif,563.png
452_4.tif,452_4.png
206.tif,206.png
581.tif,581.png
694_8.tif,694_8.png
1023.tif,1023.png
948.tif,948.png
1420_13.tif,1420_13.png
1258.tif,1258.png
585_14.tif,585_14.png
36.tif,36.png
1406_3.tif,1406_3.png
944_3.tif,944_3.png
402_13.tif,402_13.png
1172.tif,1172.png
924.tif,924.png
250.tif,250.png
52.tif,52.png
489.tif,489.png
756_0.tif,756_0.png
1351.tif,1351.png
680.tif,680.png
350.tif,350.png
273_0.tif,273_0.png
1420_10.tif,1420_10.png
10_4.tif,10_4.png
178.tif,178.png
93_4.tif,93_4.png
860.tif,860.png
1043_4.tif,1043_4.png
1150_8.tif,1150_8.png
1241_0.tif,1241_0.png
1473.tif,1473.png
1406_1.tif,1406_1.png
1299.tif,1299.png
722.tif,722.png
1171.tif,1171.png
762.tif,762.png
646.tif,646.png
1352.tif,1352.png
991.tif,991.png
944_12.tif,944_12.png
1327.tif,1327.png
195_14.tif,195_14.png
1003.tif,1003.png
736.tif,736.png
1486.tif,1486.png
850.tif,850.png
1472.tif,1472.png
388.tif,388.png
623.tif,623.png
789_8.tif,789_8.png
273_12.tif,273_12.png
567.tif,567.png
603_8.tif,603_8.png
317.tif,317.png
81_3.tif,81_3.png
789_3.tif,789_3.png
460.tif,460.png
1450.tif,1450.png
1427.tif,1427.png
520.tif,520.png
1043_5.tif,1043_5.png
782.tif,782.png
367.tif,367.png
832.tif,832.png
1089_11.tif,1089_11.png
331.tif,331.png
1142_10.tif,1142_10.png
742.tif,742.png
1137.tif,1137.png
814.tif,814.png
904.tif,904.png
1302.tif,1302.png
553.tif,553.png
900.tif,900.png
104.tif,104.png
441.tif,441.png
842.tif,842.png
407.tif,407.png
1420_14.tif,1420_14.png
1241_3.tif,1241_3.png
781.tif,781.png
560.tif,560.png
697.tif,697.png
1264.tif,1264.png
1130.tif,1130.png
15.tif,15.png
395_2.tif,395_2.png
170.tif,170.png
572.tif,572.png
16.tif,16.png
193.tif,193.png
48.tif,48.png
452_8.tif,452_8.png
358.tif,358.png
